NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,DegitRatioInURL,NoOfDegitsInURL,NoOfOtherSpecialCharsInURL,URLLength,label,TLD
275,7634.0,275,44,25,1,23,1,1.0,10607.0,1,0.15,3.0,1.0,20.0,1,com
5,483.0,61,8,21,1,6,1,1.0,369.0,1,0.0,0.0,1.0,34.0,1,com
10,1237.0,24,134,19,1,5,1,1.0,16430.0,1,0.0,0.0,1.0,27.0,1,com
121,2693.0,255,74,25,1,9,1,1.0,1823.0,1,0.0,0.0,2.0,26.0,1,au
42,219.0,36,8,15,1,7,1,1.0,1820.0,1,0.0,0.0,1.0,24.0,1,net
17,6406.0,328,78,7,1,5,1,1.0,29288.0,0,0.0,0.0,1.0,31.0,1,com
115,861.0,108,34,41,1,16,1,1.0,4437.0,0,0.0,0.0,1.0,33.0,1,org
14,467.0,28,30,3,1,5,1,1.0,1116.0,0,0.0,0.0,2.0,33.0,1,be
6,294.0,23,5,2,1,1,1,1.0,1499.0,1,0.0,0.0,1.0,19.0,1,net
15,787.0,80,21,17,1,6,1,1.0,1356.0,1,0.0,0.0,1.0,31.0,1,org
46,494.0,43,15,3,0,2,1,1.0,2682.0,1,0.0,0.0,1.0,29.0,1,org
16,344.0,16,4,4,0,1,0,1.0,1388.0,0,0.0,0.0,1.0,27.0,1,com
7,482.0,0,27,5,0,3,0,1.0,878.0,1,0.0,0.0,1.0,29.0,1,com
174,1869.0,3,16,17,1,14,1,1.0,2272.0,1,0.0,0.0,3.0,28.0,1,us
3,345.0,20,14,5,0,1,1,1.0,2125.0,0,0.0,0.0,1.0,23.0,1,com
29,1256.0,40,31,7,1,2,1,1.0,2951.0,1,0.0,0.0,1.0,31.0,1,org
34,1551.0,83,10,7,1,2,1,1.0,10434.0,1,0.0,0.0,2.0,25.0,1,uk
103,561.0,90,24,16,1,24,1,1.0,9381.0,1,0.0,0.0,1.0,30.0,1,com
37,371.0,36,10,20,1,14,1,1.0,1724.0,0,0.0,0.0,1.0,29.0,1,com
130,767.0,129,32,19,0,9,0,1.0,1723.0,1,0.0,0.0,2.0,29.0,1,com
115,1526.0,100,27,0,1,1,1,1.0,1567.0,1,0.0,0.0,1.0,19.0,1,be
84,1595.0,61,35,31,1,14,1,1.0,8047.0,1,0.0,0.0,1.0,31.0,1,com
11,132.0,19,8,4,1,4,1,1.0,222.0,1,0.0,0.0,1.0,28.0,1,com
52,1023.0,349,6,7,0,1,1,1.0,402.0,0,0.0,0.0,1.0,29.0,1,com
75,644.0,63,10,35,1,18,1,1.0,15513.0,0,0.0,0.0,1.0,24.0,1,ch
42,2011.0,148,63,17,1,12,1,1.0,278.0,1,0.0,0.0,2.0,22.0,1,jp
49,671.0,48,11,17,1,15,1,1.0,3239.0,1,0.0,0.0,1.0,21.0,1,com
14,598.0,30,36,10,1,6,1,1.0,641.0,0,0.0,0.0,2.0,26.0,1,br
29,374.0,42,22,3,1,3,0,1.0,427.0,1,0.0,0.0,2.0,24.0,1,gov
14,1009.0,50,23,16,1,3,1,1.0,1055.0,1,0.0,0.0,1.0,19.0,1,org
161,2528.0,105,84,27,1,5,1,1.0,26929.0,1,0.0,0.0,1.0,24.0,1,org
3,287.0,1,2,0,0,1,1,1.0,493.0,0,0.0,0.0,1.0,22.0,1,de
11,645.0,10,32,15,1,11,1,1.0,1545.0,1,0.0,0.0,1.0,33.0,1,net
15,862.0,50,14,9,1,1,1,1.0,3900.0,1,0.0,0.0,1.0,29.0,1,org
47,438.0,70,24,15,1,6,1,1.0,866.0,1,0.0,0.0,1.0,19.0,1,org
17,3532.0,223,29,29,1,12,1,1.0,3210.0,0,0.0,0.0,1.0,24.0,1,com
17,494.0,20,11,10,0,8,1,1.0,341.0,1,0.0,0.0,1.0,26.0,1,com
161,3658.0,125,23,50,1,32,0,1.0,8121.0,1,0.0,0.0,1.0,24.0,1,com
45,3569.0,112,40,10,1,3,1,1.0,1799.0,0,0.0,0.0,2.0,23.0,1,uk
75,3717.0,71,34,30,1,20,0,1.0,2723.0,1,0.0,0.0,2.0,33.0,1,sv
232,2881.0,120,49,17,1,4,1,1.0,4492.0,0,0.0,0.0,1.0,33.0,1,com
92,770.0,73,24,24,1,24,1,1.0,9381.0,1,0.0,0.0,1.0,20.0,1,com
9,3982.0,8,5,7,1,2,1,1.0,54434.0,0,0.0,0.0,2.0,30.0,1,uk
63,663.0,54,27,18,1,9,0,1.0,10976.0,0,0.0,0.0,3.0,27.0,1,us
195,909.0,195,30,16,1,9,1,1.0,1787.0,1,0.0,0.0,2.0,27.0,1,uk
82,1017.0,64,18,33,1,14,1,1.0,8047.0,1,0.0,0.0,1.0,25.0,1,com
54,1559.0,116,25,4,0,3,1,1.0,3020.0,0,0.0,0.0,1.0,32.0,1,com
7,1401.0,136,7,4,1,3,1,1.0,252.0,1,0.0,0.0,1.0,26.0,1,tv
20,2248.0,616,31,11,1,12,1,1.0,19314.0,1,0.0,0.0,1.0,31.0,1,com
20,531.0,67,6,24,1,28,1,1.0,5553.0,0,0.0,0.0,2.0,21.0,1,tz
19,1235.0,44,14,12,1,2,0,1.0,13896.0,1,0.0,0.0,2.0,24.0,1,edu
22,526.0,18,8,19,1,9,1,1.0,228.0,1,0.0,0.0,2.0,27.0,1,com
6,235.0,40,3,5,0,11,0,1.0,427.0,1,0.0,0.0,1.0,24.0,1,org
9,504.0,8,16,13,1,3,1,1.0,1164.0,1,0.0,0.0,1.0,23.0,1,com
352,2124.0,10,76,20,1,23,1,1.0,536.0,1,0.0,0.0,1.0,27.0,1,gov
124,2116.0,106,40,28,1,16,1,1.0,4406.0,0,0.0,0.0,1.0,23.0,1,com
17,622.0,28,29,20,1,2,1,1.0,258.0,1,0.0,0.0,1.0,27.0,1,com
96,1294.0,64,12,45,1,27,0,1.0,9381.0,0,0.0,0.0,1.0,29.0,1,com
32,1757.0,107,51,15,1,6,1,1.0,617.0,1,0.0,0.0,2.0,26.0,1,uk
201,3099.0,263,59,26,1,13,1,1.0,616.0,1,0.0,0.0,1.0,29.0,1,com
29,1998.0,114,21,9,1,12,1,1.0,2563.0,1,0.0,0.0,1.0,33.0,1,org
93,963.0,86,20,9,0,6,1,1.0,9381.0,1,0.0,0.0,1.0,23.0,1,com
13,240.0,3,8,5,1,1,1,1.0,822.0,1,0.042,1.0,2.0,24.0,1,com
143,2498.0,117,40,15,1,91,1,1.0,9381.0,1,0.0,0.0,1.0,26.0,1,com
137,2124.0,169,96,25,1,37,1,1.0,6474.0,1,0.0,0.0,2.0,28.0,1,uk
22,1479.0,368,2,13,1,8,1,1.0,744.0,1,0.0,0.0,2.0,32.0,1,nz
12,2410.0,53,39,5,0,3,1,1.0,624.0,0,0.0,0.0,2.0,35.0,1,uk
47,898.0,40,30,13,1,3,1,1.0,1572.0,1,0.0,0.0,1.0,23.0,1,com
2,877.0,95,7,35,0,26,1,1.0,2045.0,0,0.0,0.0,1.0,24.0,1,org
26,616.0,11,22,14,1,6,1,1.0,1067.0,1,0.0,0.0,1.0,37.0,1,com
130,1667.0,129,21,19,1,15,1,1.0,1751.0,1,0.0,0.0,1.0,18.0,1,org
10,4068.0,18,130,5,1,2,1,1.0,427.0,1,0.0,0.0,1.0,27.0,1,org
63,749.0,0,23,5,1,10,1,1.0,306.0,0,0.0,0.0,1.0,28.0,1,uk
133,778.0,121,33,19,1,9,1,1.0,9613.0,1,0.0,0.0,1.0,31.0,1,com
13,1884.0,103,76,13,1,7,1,1.0,287.0,1,0.0,0.0,2.0,28.0,1,com
293,2517.0,275,77,39,1,32,1,1.0,9381.0,1,0.0,0.0,1.0,27.0,1,com
194,1472.0,166,67,8,0,5,1,1.0,8124.0,0,0.0,0.0,1.0,31.0,1,com
47,480.0,35,10,14,1,10,1,1.0,677.0,0,0.0,0.0,1.0,22.0,1,io
353,765.0,245,13,7,1,9,1,1.0,9530.0,0,0.038,1.0,2.0,26.0,1,nl
13,3498.0,143,16,32,1,74,0,1.0,1164.0,1,0.0,0.0,1.0,18.0,1,org
41,421.0,57,30,7,1,3,1,1.0,394.0,1,0.0,0.0,1.0,28.0,1,com
5,324.0,0,40,10,1,2,1,1.0,1396.0,0,0.0,0.0,1.0,19.0,1,it
98,1485.0,64,24,21,1,11,1,1.0,17296.0,1,0.0,0.0,1.0,34.0,1,com
224,451.0,0,32,0,1,0,0,1.0,392.0,1,0.0,0.0,1.0,20.0,1,com
61,397.0,51,31,22,1,9,1,1.0,6034.0,1,0.0,0.0,2.0,30.0,1,ca
35,247.0,27,12,2,1,0,0,1.0,1700.0,0,0.0,0.0,1.0,30.0,1,com
7,835.0,91,27,2,1,1,1,1.0,1025.0,0,0.0,0.0,1.0,23.0,1,lv
92,1166.0,79,44,55,1,43,1,1.0,9381.0,1,0.0,0.0,1.0,38.0,1,com
24,2734.0,218,4,9,0,6,1,1.0,2032.0,1,0.0,0.0,2.0,22.0,1,au
28,755.0,47,25,16,1,16,1,1.0,2637.0,0,0.0,0.0,1.0,23.0,1,com
184,880.0,163,20,8,1,3,1,1.0,2173.0,1,0.0,0.0,1.0,25.0,1,com
111,2037.0,98,71,46,1,38,1,1.0,9527.0,1,0.0,0.0,1.0,23.0,1,com
6,838.0,56,8,14,1,4,0,1.0,13149.0,1,0.0,0.0,1.0,31.0,1,com
126,629.0,135,41,20,1,14,0,1.0,9381.0,1,0.0,0.0,1.0,25.0,1,ca
56,1553.0,48,38,16,1,22,1,1.0,5683.0,1,0.0,0.0,2.0,30.0,1,com
8,199.0,28,3,5,0,1,0,1.0,500.0,0,0.0,0.0,1.0,20.0,1,net
64,495.0,53,34,23,1,17,1,1.0,9381.0,1,0.0,0.0,1.0,27.0,1,com
24,1806.0,54,63,20,1,24,1,1.0,6522.0,1,0.0,0.0,1.0,22.0,1,com
34,922.0,23,13,9,0,4,1,1.0,275.0,1,0.0,0.0,1.0,19.0,1,org
15,7013.0,441,27,8,1,2,1,1.0,26928.0,1,0.0,0.0,2.0,23.0,1,nz
137,1454.0,137,22,23,1,16,1,1.0,8047.0,0,0.0,0.0,1.0,29.0,1,de
72,1371.0,195,19,16,1,3,1,1.0,1017.0,1,0.0,0.0,1.0,26.0,1,edu
8,360.0,34,8,8,1,4,0,1.0,518.0,0,0.0,0.0,1.0,18.0,1,ie
122,1576.0,122,23,37,1,14,1,1.0,9381.0,0,0.0,0.0,1.0,27.0,1,com
9,338.0,24,6,21,1,16,0,1.0,1286.0,0,0.0,0.0,1.0,29.0,1,org
241,1582.0,75,38,23,1,14,0,1.0,1679.0,1,0.0,0.0,2.0,21.0,1,gov
148,921.0,219,46,14,1,2,1,1.0,342.0,0,0.0,0.0,1.0,19.0,1,org
216,1194.0,158,18,22,1,30,0,1.0,8047.0,1,0.0,0.0,2.0,34.0,1,ec
19,2462.0,61,42,27,1,6,1,1.0,14853.0,1,0.0,0.0,1.0,29.0,1,com
150,676.0,141,19,23,1,21,1,1.0,6755.0,1,0.0,0.0,2.0,25.0,1,com
25,474.0,180,53,6,1,4,1,1.0,405.0,1,0.0,0.0,2.0,21.0,1,jp
25,4662.0,276,1,23,0,31,1,1.0,962.0,1,0.0,0.0,1.0,24.0,1,gov
34,685.0,73,17,8,1,2,1,1.0,5579.0,0,0.0,0.0,1.0,36.0,1,com
16,6930.0,135,228,19,0,8,1,1.0,22721.0,1,0.0,0.0,2.0,22.0,1,uk
275,995.0,169,57,24,1,17,1,1.0,9381.0,1,0.0,0.0,1.0,25.0,1,com
284,699.0,281,11,2,1,3,0,1.0,1948.0,0,0.0,0.0,1.0,25.0,1,net
138,690.0,132,13,14,0,10,0,1.0,8047.0,0,0.0,0.0,1.0,28.0,1,com
224,948.0,24,21,22,1,37,1,1.0,9632.0,1,0.0,0.0,1.0,20.0,1,ca
23,276.0,34,14,5,1,2,1,1.0,1663.0,0,0.0,0.0,1.0,29.0,1,org
35,928.0,53,34,10,1,8,1,1.0,7651.0,1,0.0,0.0,1.0,29.0,1,com
15,405.0,38,17,8,1,4,1,1.0,345.0,0,0.0,0.0,2.0,28.0,1,uk
95,1600.0,99,16,41,1,10,1,1.0,23181.0,1,0.0,0.0,1.0,26.0,1,com
215,1401.0,214,129,22,1,15,1,1.0,32429.0,1,0.0,0.0,1.0,27.0,1,org
30,5171.0,78,55,49,1,11,1,1.0,32320.0,1,0.038,1.0,1.0,26.0,1,com
99,531.0,85,15,19,1,18,0,1.0,9877.0,1,0.0,0.0,2.0,24.0,1,edu
34,2849.0,112,23,17,1,3,1,1.0,2348.0,0,0.0,0.0,1.0,19.0,1,com
77,395.0,70,18,14,1,14,1,1.0,8047.0,1,0.0,0.0,2.0,31.0,1,uk
119,822.0,138,17,11,1,1,1,1.0,9381.0,1,0.0,0.0,1.0,26.0,1,com
177,2352.0,428,109,26,1,1,1,1.0,30912.0,1,0.0,0.0,1.0,27.0,1,com
43,5344.0,129,121,49,0,7,1,1.0,106089.0,1,0.0,0.0,1.0,23.0,1,com
12,176.0,6,6,0,0,2,0,1.0,197.0,1,0.0,0.0,1.0,26.0,1,com
75,2016.0,83,55,18,1,6,1,1.0,5535.0,1,0.0,0.0,1.0,25.0,1,com
5,583.0,31,12,12,1,4,0,1.0,1869.0,1,0.0,0.0,2.0,30.0,1,uk
6,1150.0,201,62,12,1,5,1,1.0,20545.0,0,0.099305556,3.0,1.0,21.0,1,com
104,1902.0,84,21,26,1,5,1,1.0,33416.0,1,0.0,0.0,1.0,29.0,1,de
10,654.0,0,9,4,1,8,0,1.0,825.0,1,0.0,0.0,1.0,34.0,1,com
8,433.0,7,3,9,1,3,1,1.0,1701.0,1,0.0,0.0,1.0,27.0,1,com
77,802.0,7,13,19,1,6,0,1.0,5518.0,1,0.0,0.0,2.0,29.0,1,net
3,1158.0,27,25,18,0,5,0,1.0,1639.0,1,0.0,0.0,1.0,30.0,1,com
198,2755.0,180,53,10,1,3,0,1.0,3378.0,0,0.0,0.0,1.0,21.0,1,edu
3,400.0,48,15,6,1,2,1,1.0,482.0,1,0.0,0.0,3.0,33.0,1,au
45,1099.0,41,8,19,1,6,0,1.0,8960.0,1,0.0,0.0,1.0,30.0,1,org
61,1870.0,62,34,38,1,28,1,1.0,8047.0,1,0.0,0.0,1.0,21.0,1,es
88,505.0,86,11,10,0,5,1,1.0,9381.0,0,0.0,0.0,2.0,32.0,1,uk
70,799.0,62,49,29,1,25,1,1.0,9381.0,0,0.0,0.0,1.0,23.0,1,com
158,1235.0,160,53,27,1,12,1,1.0,4232.0,0,0.0,0.0,1.0,33.0,1,fr
10,1296.0,61,14,14,1,4,1,1.0,14366.0,1,0.0,0.0,1.0,29.0,1,com
99,1003.0,92,42,23,1,11,0,1.0,9381.0,1,0.0,0.0,1.0,19.0,1,org
22,1170.0,106,5,10,1,1,1,1.0,1079.0,1,0.0,0.0,1.0,18.0,1,org
108,394.0,52,4,0,1,1,0,1.0,1267.0,1,0.0,0.0,1.0,29.0,1,com
14,471.0,16,8,9,1,3,1,1.0,323.0,0,0.0,0.0,1.0,32.0,1,com
159,2889.0,132,21,4,1,3,1,1.0,5435.0,0,0.0,0.0,1.0,30.0,1,com
14,1050.0,23,30,8,0,1,1,1.0,8653.0,0,0.0,0.0,2.0,22.0,1,kr
40,793.0,62,19,13,0,16,1,1.0,9381.0,0,0.0,0.0,1.0,19.0,1,nl
14,593.0,51,7,9,1,4,1,1.0,6955.0,0,0.0,0.0,1.0,26.0,1,org
6,1083.0,5,53,30,1,13,1,1.0,296.0,1,0.0,0.0,1.0,23.0,1,news
44,644.0,94,11,8,1,4,1,1.0,1463.0,1,0.0,0.0,2.0,23.0,1,com
244,1097.0,246,33,14,1,3,1,1.0,958.0,1,0.0,0.0,2.0,22.0,1,jp
8,3057.0,158,108,18,1,9,1,1.0,1506.0,1,0.0,0.0,1.0,25.0,1,com
135,512.0,126,26,18,1,5,1,1.0,9381.0,1,0.0,0.0,2.0,33.0,1,uk
18,1239.0,67,10,15,1,4,1,1.0,15916.0,1,0.0,0.0,1.0,30.0,1,com
236,7433.0,368,187,8,1,2,0,1.0,6394.0,1,0.0,0.0,1.0,25.0,1,com
81,3998.0,22,87,13,1,2,0,1.0,13735.0,1,0.0,0.0,1.0,31.0,1,com
4,618.0,94,3,17,0,3,1,1.0,4413.0,1,0.0,0.0,1.0,19.0,1,com
91,1695.0,66,66,21,0,10,1,1.0,2356.0,0,0.0,0.0,1.0,22.0,1,com
28,1501.0,59,54,12,1,2,1,1.0,1719.0,0,0.0,0.0,1.0,27.0,1,org
80,758.0,55,12,9,1,6,1,1.0,9381.0,1,0.0,0.0,1.0,27.0,1,org
17,1843.0,144,26,25,1,1,1,1.0,2684.0,0,0.0,0.0,1.0,34.0,1,org
167,4115.0,159,24,29,0,20,1,1.0,9381.0,1,0.0,0.0,1.0,29.0,1,com
628,4450.0,587,98,21,1,15,1,1.0,9381.0,1,0.0,0.0,2.0,22.0,1,br
94,1104.0,60,12,15,1,12,1,1.0,676.0,1,0.0,0.0,1.0,20.0,1,io
285,2521.0,267,14,9,1,2,0,1.0,11644.0,1,0.0,0.0,1.0,25.0,1,fi
48,2104.0,93,37,11,1,17,0,1.0,707.0,1,0.0,0.0,1.0,21.0,1,com
2,213.0,39,13,5,0,4,1,1.0,3429.0,1,0.0,0.0,2.0,25.0,1,uk
14,4001.0,104,69,18,0,2,1,1.0,3959.0,1,0.0,0.0,1.0,24.0,1,com
8,718.0,18,29,13,1,6,0,1.0,2271.0,1,0.0,0.0,2.0,32.0,1,uk
93,1306.0,87,24,10,1,6,1,1.0,490.0,1,0.0,0.0,3.0,32.0,1,de
7,2728.0,250,115,5,1,1,0,1.0,43468.0,0,0.0,0.0,1.0,25.0,1,org
53,2030.0,21,2,2,1,1,0,1.0,18100.0,0,0.0,0.0,1.0,27.0,1,com
664,3821.0,547,139,54,1,4,1,1.0,4692.0,0,0.0,0.0,1.0,25.0,1,com
137,4789.0,167,959,28,1,6,1,1.0,72088.0,1,0.0,0.0,1.0,21.0,1,com
12,536.0,35,9,13,1,7,1,1.0,560.0,1,0.0,0.0,1.0,23.0,1,net
135,3624.0,109,34,37,1,12,1,1.0,43383.0,1,0.0,0.0,1.0,28.0,1,com
169,1444.0,161,35,16,0,11,1,1.0,9954.0,0,0.0,0.0,1.0,32.0,1,com
364,3637.0,357,72,32,1,26,1,1.0,3709.0,1,0.0,0.0,1.0,35.0,1,org
112,1213.0,317,15,9,1,2,1,1.0,4587.0,0,0.0,0.0,1.0,19.0,1,edu
11,2156.0,46,56,26,1,2,1,1.0,3961.0,1,0.0,0.0,1.0,32.0,1,com
73,1277.0,59,46,23,1,18,1,1.0,9381.0,1,0.0,0.0,1.0,29.0,1,com
11,469.0,141,43,8,1,1,1,1.0,1750.0,1,0.0,0.0,1.0,29.0,1,org
42,330.0,47,28,7,0,9,1,1.0,814.0,1,0.0,0.0,3.0,28.0,1,jp
12,448.0,6,23,12,1,10,1,1.0,1250.0,1,0.0,0.0,1.0,25.0,1,com
23,1341.0,57,38,22,1,5,1,1.0,10553.0,0,0.0,0.0,1.0,25.0,1,com
97,1024.0,18,74,11,1,15,1,1.0,254.0,1,0.0,0.0,1.0,24.0,1,com
60,579.0,36,21,18,1,2,0,1.0,306.0,1,0.0,0.0,1.0,26.0,1,org
0,693.0,1,5,3,0,1,0,1.0,765.0,1,0.0,0.0,1.0,24.0,1,com
12,820.0,27,11,12,1,2,0,1.0,12690.0,1,0.0,0.0,1.0,32.0,1,com
45,2522.0,36,15,25,1,7,1,1.0,13585.0,0,0.0,0.0,1.0,21.0,1,com
39,467.0,47,19,7,0,4,1,1.0,4092.0,1,0.0,0.0,2.0,23.0,1,org
252,5203.0,249,70,11,1,6,0,1.0,8384.0,1,0.0,0.0,1.0,26.0,1,org
23,1436.0,37,9,2,1,1,1,1.0,406.0,1,0.0,0.0,1.0,29.0,1,com
26,2030.0,28,20,12,1,5,1,1.0,688.0,1,0.0,0.0,1.0,27.0,1,com
82,1492.0,83,26,17,0,12,1,1.0,8047.0,1,0.0,0.0,1.0,24.0,1,net
181,1611.0,171,51,13,1,3,1,1.0,36376.0,1,0.0,0.0,1.0,24.0,1,ca
231,1772.0,146,53,37,0,2,1,1.0,709.0,1,0.0,0.0,1.0,20.0,1,com
50,355.0,43,18,12,1,11,1,1.0,9381.0,1,0.0,0.0,1.0,25.0,1,com
14,6239.0,243,84,36,1,7,1,1.0,72088.0,1,0.0,0.0,1.0,33.0,1,com
140,989.0,173,49,21,1,3,1,1.0,7161.0,1,0.0,0.0,2.0,27.0,1,uk
75,2062.0,60,17,13,1,20,0,1.0,8869.0,0,0.0,0.0,1.0,36.0,1,com
307,778.0,303,75,16,1,10,1,1.0,9381.0,0,0.0,0.0,1.0,25.0,1,net
23,2689.0,42,33,23,1,4,1,1.0,15030.0,1,0.0,0.0,1.0,28.0,1,com
61,871.0,61,19,11,0,9,1,1.0,8047.0,0,0.0,0.0,1.0,26.0,1,us
88,369.0,85,9,2,0,5,0,1.0,493.0,1,0.0,0.0,1.0,18.0,1,ee
13,733.0,52,16,12,1,4,1,1.0,889.0,1,0.0,0.0,1.0,24.0,1,com
90,779.0,89,18,11,0,10,0,1.0,9381.0,1,0.0,0.0,1.0,21.0,1,ninja
24,962.0,79,12,69,0,6,1,1.0,4504.0,0,0.0,0.0,1.0,17.0,1,gov
271,2954.0,362,53,23,1,12,1,1.0,62780.0,1,0.0,0.0,1.0,30.0,1,com
54,1086.0,9,44,10,1,0,1,1.0,800.0,1,0.0,0.0,2.0,24.0,1,au
38,387.0,52,13,4,0,3,1,1.0,373.0,1,0.0,0.0,2.0,29.0,1,com
143,1463.0,54,27,20,1,6,1,1.0,1196.0,1,0.0,0.0,1.0,29.0,1,com
13,200.0,32,10,0,1,4,1,1.0,969.0,1,0.0,0.0,2.0,33.0,1,uk
21,1743.0,46,17,12,1,2,1,1.0,16194.0,1,0.0,0.0,1.0,19.0,1,org
4,356.0,28,12,12,1,7,0,1.0,2065.0,1,0.0,0.0,1.0,24.0,1,be
13,608.0,4,24,24,1,18,1,1.0,4062.0,1,0.0,0.0,2.0,23.0,1,tw
36,482.0,31,6,10,1,4,1,1.0,4321.0,1,0.0,0.0,1.0,31.0,1,com
4,484.0,0,24,9,1,3,1,1.0,367.0,1,0.037,1.0,1.0,27.0,1,com
30,3532.0,100,8,33,0,17,1,1.0,14033.0,1,0.0,0.0,1.0,25.0,1,ru
7,1310.0,62,9,20,1,13,1,1.0,1587.0,1,0.0,0.0,1.0,21.0,1,org
15,436.0,15,8,10,0,1,1,1.0,1447.0,0,0.0,0.0,2.0,28.0,1,uk
94,586.0,90,23,20,1,7,1,1.0,17527.0,1,0.0,0.0,1.0,30.0,1,com
119,1388.0,118,24,1,0,1,1,1.0,601.0,1,0.0,0.0,1.0,28.0,1,com
136,1232.0,128,31,13,1,14,1,1.0,23036.0,1,0.0,0.0,2.0,20.0,1,ug
47,2825.0,161,25,17,1,4,1,1.0,57206.0,1,0.0,0.0,1.0,22.0,1,com
15,249.0,13,3,7,0,1,0,1.0,1700.0,1,0.0,0.0,1.0,33.0,1,org
665,2059.0,697,197,16,1,11,1,1.0,8355.0,0,0.0,0.0,1.0,22.0,1,edu
199,1505.0,193,21,24,1,14,1,1.0,14353.0,1,0.0,0.0,1.0,29.0,1,com
6,684.0,56,8,9,1,5,0,1.0,912.0,1,0.0,0.0,1.0,27.0,1,com
116,1380.0,105,58,32,1,21,0,1.0,9381.0,0,0.0,0.0,1.0,30.0,1,org
3,251.0,0,8,2,1,2,1,1.0,233.0,1,0.0,0.0,1.0,23.0,1,com
81,688.0,121,23,25,1,5,1,1.0,9381.0,1,0.0,0.0,1.0,30.0,1,com
102,645.0,98,2,16,0,5,1,1.0,1782.0,0,0.0,0.0,2.0,30.0,1,com
125,2234.0,130,70,32,1,2,1,1.0,22404.0,1,0.0,0.0,1.0,23.0,1,cl
187,2269.0,213,72,14,1,14,1,1.0,1123.0,1,0.0,0.0,2.0,22.0,1,tr
213,1628.0,198,77,4,1,3,1,1.0,2918.0,1,0.0,0.0,1.0,33.0,1,com
495,1662.0,506,22,27,1,12,1,1.0,9381.0,1,0.0,0.0,1.0,37.0,1,org
13,128.0,2,4,0,1,1,0,1.0,775.0,0,0.0,0.0,1.0,27.0,1,org
13,1426.0,99,8,8,1,7,1,1.0,768.0,1,0.0,0.0,1.0,26.0,1,com
81,668.0,87,24,25,1,5,1,1.0,8534.0,1,0.0,0.0,1.0,20.0,1,org
86,970.0,81,29,28,1,14,1,1.0,4400.0,1,0.0,0.0,1.0,25.0,1,com
223,8991.0,342,37,36,1,5,1,1.0,7163.0,1,0.0,0.0,1.0,23.0,1,com
80,475.0,69,20,23,1,15,1,1.0,8047.0,1,0.0,0.0,1.0,28.0,1,it
72,907.0,71,12,115,1,26,1,1.0,8047.0,1,0.0,0.0,1.0,23.0,1,com
21,836.0,21,20,14,1,4,0,1.0,15831.0,1,0.0,0.0,1.0,24.0,1,com
5,183.0,23,6,13,0,1,1,1.0,1405.0,1,0.0,0.0,1.0,29.0,1,com
43,1734.0,153,32,14,1,2,1,1.0,2127.0,1,0.0,0.0,1.0,18.0,1,ca
20,2159.0,112,8,38,1,35,1,1.0,8103.0,1,0.0,0.0,1.0,23.0,1,org
966,16906.0,961,979,27,1,3,1,1.0,66566.0,1,0.0,0.0,1.0,23.0,1,com
14,153.0,4,4,8,1,3,1,1.0,724.0,0,0.0,0.0,1.0,20.0,1,net
159,1424.0,148,110,24,1,22,1,1.0,1677.0,1,0.0,0.0,1.0,24.0,1,com
825,4110.0,830,270,91,1,12,1,1.0,12888.0,1,0.0,0.0,1.0,39.0,1,org
81,721.0,70,13,33,1,17,0,1.0,11602.0,1,0.0,0.0,2.0,30.0,1,fr
307,2179.0,370,116,15,1,0,1,1.0,67157.0,1,0.0,0.0,1.0,24.0,1,com
16,2248.0,88,37,24,1,1,1,1.0,2683.0,1,0.0,0.0,1.0,30.0,1,com
13,838.0,70,11,7,1,1,1,1.0,486.0,1,0.0,0.0,2.0,24.0,1,com
113,2798.0,85,37,9,1,2,1,1.0,18065.0,0,0.0,0.0,2.0,25.0,1,id
213,1233.0,202,60,18,1,7,1,1.0,1212.0,1,0.0,0.0,1.0,22.0,1,com
25,3039.0,62,149,26,0,10,1,1.0,18235.0,1,0.0,0.0,1.0,31.0,1,com
49,1293.0,178,42,11,1,8,1,1.0,471.0,1,0.0,0.0,2.0,22.0,1,sv
77,2177.0,103,84,8,1,2,1,1.0,25641.0,1,0.0,0.0,1.0,20.0,1,com
54,1972.0,157,31,5,1,2,1,1.0,369.0,1,0.0,0.0,1.0,33.0,1,com
157,1514.0,150,35,37,1,21,1,1.0,1820.0,1,0.0,0.0,2.0,48.0,1,uk
34,3945.0,46,2,14,1,4,0,1.0,9347.0,0,0.0,0.0,1.0,31.0,1,org
22,1596.0,50,21,22,1,12,1,1.0,12743.0,1,0.0,0.0,1.0,26.0,1,com
99,805.0,114,59,16,1,18,0,1.0,2418.0,1,0.0,0.0,1.0,22.0,1,com
10,201.0,22,5,4,1,2,1,1.0,352.0,1,0.0,0.0,2.0,31.0,1,uk
18,1972.0,68,6,19,1,2,1,1.0,2676.0,1,0.0,0.0,1.0,26.0,1,com
8,1157.0,2,31,23,1,14,1,1.0,2650.0,0,0.0,0.0,1.0,20.0,1,org
1516,7855.0,1437,33,7,1,3,1,1.0,15449.0,0,0.0,0.0,1.0,32.0,1,com
387,3262.0,377,102,8,1,2,1,1.0,9381.0,0,0.0,0.0,1.0,27.0,1,gr
81,588.0,7,7,7,1,4,1,1.0,1820.0,1,0.0,0.0,2.0,33.0,1,com
